Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4250000000.0,30.44,145.8,-0.0014000000000000002,87705.0,16.87
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,402540000.0,18.85,87.4,-0.026000000000000002,42587.0,21.99
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,35640000000.0,23.21,36.99,-0.027000000000000003,3810372.0,22.58
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4700000000.0,21.35,25.42,-0.024900000000000002,640794.0,-6.85
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5940000000.0,19.09,106.42,-0.0327,210343.0,21.85
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8630000000.0,17.21,372.78,-0.0151,35049.0,35.77
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13920000000.0,6.56,73.24,-0.018799999999999997,307093.0,-1.87
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,20940000000.0,11.94,171.02,-0.0124,1334556.0,10.78
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,130220000000.0,11.14,38.65,-0.010700000000000001,7802312.0,5.54
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,62060000000.0,34.65,350.09,-0.0222,247352.0,25.11
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5610000000.0,13.97,61.01,-0.0054,241174.0,10.34
V,Visa Inc,Financial,Credit Services,USA,598040000000.0,29.73,313.77,-0.0189,2329989.0,17.12
