Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
ADSK,Autodesk Inc,Technology,Software - Application,USA,50600000000.0,46.33,238.68,0.0026,873561.0,18.76
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4420000000.0,31.32,150.02,0.028399999999999998,127510.0,17.88
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,39300000000.0,24.9,40.6,0.0181,2400653.0,25.05
CRVL,Corvel Corp,Financial,Insurance Brokers,USA,2460000000.0,23.51,47.99,-0.0152,106215.0,13.32
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77990000000.0,42.16,195.04,0.0048,347992.0,26.25
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA,5040000000.0,21.52,31.77,0.0184,625653.0,13.52
IDT,IDT Corp,Communication Services,Telecom Services,USA,1210000000.0,15.02,48.31,-0.0034000000000000002,25506.0,21.33
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,14030000000.0,6.61,73.82,-0.0046,277369.0,-1.93
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,21210000000.0,12.09,173.27,0.0187,905470.0,11.58
NFLX,Netflix Inc,Communication Services,Entertainment,USA,343500000000.0,32.19,81.36,0.006,19141757.0,25.1
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,157140000000.0,13.45,46.64,0.0761,19982369.0,8.69
ODD,ODDITY Tech Ltd,Consumer Defensive,Household & Personal Products,Israel,1710000000.0,16.69,29.85,0.0375,324925.0,-4.9
OSPN,OneSpan Inc,Technology,Software - Infrastructure,USA,412970000.0,7.36,10.86,0.0159,295620.0,-2.05
PAYC,Paycom Software Inc,Technology,Software - Application,USA,7320000000.0,16.17,130.05,-0.011699999999999999,791903.0,19.56
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,4110000000.0000005,21.05,114.59,-0.10339999999999999,987645.0,22.1
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59200000000.0,33.61,332.76,-0.006,302236.0,26.7
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,12930000000.0,30.5,26.73,0.0187,5573674.0,24.18
V,Visa Inc,Financial,Credit Services,USA,624740000000.0,31.06,327.75,-0.0042,3172922.0,17.85
YELP,Yelp Inc,Communication Services,Internet Content & Information,USA,1500000000.0,10.75,24.38,0.0141,440361.0,4.36
