Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
CLBT,Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,3230000000.0,43.01,13.48,-0.0547,1549576.0,3.97
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1020000000.0,18.76,156.0,-0.049400000000000006,52125.0,27.19
CRVL,Corvel Corp,Financial,Insurance Brokers,USA,2410000000.0,23.05,47.06,0.0109,105177.0,12.56
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78150000000.0,42.24,195.44,-0.0246,953906.0,26.58
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4550000000.0,20.67,24.61,-0.0519,2329005.0,-6.89
IDT,IDT Corp,Communication Services,Telecom Services,USA,1180000000.0,14.63,47.08,-0.0259,44125.0,21.0
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,14020000000.0,6.61,73.8,-0.0127,260186.0,-1.85
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,20810000000.0,11.87,170.02,-0.0332,1253036.0,11.39
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8220000000.000001,38.12,137.34,-0.0375,396316.0,10.78
OSPN,OneSpan Inc,Technology,Software - Infrastructure,USA,400050000.0,7.13,10.52,-0.04190000000000001,257778.0,-2.19
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,12670000000.0,29.9,26.2,-0.037599999999999995,7459466.0,24.64
V,Visa Inc,Financial,Credit Services,USA,622470000000.0,30.95,326.58,-0.008100000000000001,3948713.0,17.41
