Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4250000000.0,30.39,145.5800018310547,-0.0088,39239.0,17.09,-168.15,-37.41,29.5,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,380060000.0,17.79,81.99500274658203,0.005699999999999999,35250.0,20.8,-58.21,13.78,53.11,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,33540000000.0,21.85,34.51499938964844,-0.020499999999999997,3209960.0,21.52,-108.78,-40.31,6.27,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,79290000000.0,42.85,197.90499877929688,-0.0003,899107.0,25.68,-317.44,-155.96,-56.11,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9930000000.0,21.86,141.78500366210938,-0.0276,164732.0,21.82,-240.21,-240.21,-240.21,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.09,48.974998474121094,-0.0154,51880.0,18.96,-61.37,17.31,57.57,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8430000000.0,16.8,363.4100036621094,0.0091,38942.0,35.12,-59.14,18.45,58.16,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,7930000000.0,10.92,249.67999267578125,-0.0024,43810.0,20.42,-20.33,38.34,68.36,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59600000000.0,33.28,337.1650085449219,-0.0129,238709.0,24.24,-174.14,-40.49,27.92,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
V,Visa Inc,Financial,Credit Services,USA,585140000000.0,29.09,306.8900146484375,-0.0063,2282795.0,16.58,-164.65,-70.07,-8.65,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
