Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39580000000.0,11.94,436.25,-0.0,211345.0,19.05,-26.84,6.76,31.81,343.9371242335214,467.86011471077,639.800894601005,30.375,0.09411381840681132,1.0,56.392656322516395
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4300000000.0,30.76,148.00999450683594,-0.0072,63409.0,17.41,-172.62,-39.71,28.32,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,354370000.0,16.59,76.69000244140625,-0.0113,18551.0,19.47,-47.98,19.36,56.14,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31770000000.0,20.69,32.95000076293945,0.0141,2190278.0,20.26,-99.31,-33.94,10.52,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,72810000000.0,39.35,182.1199951171875,0.0013,623567.0,24.47,-284.14,-135.55,-43.66,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9660000000.0,21.27,138.6199951171875,-0.0033,83889.0,21.21,-232.62,-232.62,-232.62,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5580000000.0,17.96,99.69000244140625,-0.0088,51485.0,20.81,-119.67,-54.21,-7.63,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.61,47.410099029541016,-0.0053,20942.0,17.87,-56.21,19.95,58.93,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7650000000.0,15.25,330.0,0.011000000000000001,51754.0,33.79,-44.51,25.95,62.0,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3120000000.0,16.28,116.4800033569336,0.006500000000000001,61773.0,19.85,-124.89,-15.25,40.87,51.79374471891755,101.07055951791504,196.98690503018184,3.805,0.5254193884425031,0.85,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,7760000000.0,10.69,245.1699981689453,-0.0078000000000000005,33667.0,20.16,-18.16,39.45,68.93,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,56110000000.0,31.33,316.9200134277344,-0.0139,362569.0,23.62,-157.68,-32.05,32.25,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706325551292554
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25810000000.0,49.32,53.63999938964844,-0.008100000000000001,587016.0,17.69,-351.78,-191.3,-86.72,11.872950937861203,18.41369958288502,28.72775971128352,0.925,0.13271785112236145,1.0,0.0
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1850000000.0,12.13,41.42499923706055,-0.0316,78776.0,15.16,-37.89,-31.93,-26.19,30.04133361908681,31.399346016746623,32.82649122297984,3.425,0.014029884092318312,1.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,571920000000.0,28.43,299.8699951171875,0.0012,2462090.0,15.99,-158.6,-66.18,-6.16,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
