Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4280000000.0000005,30.64,146.1558074951172,0.017,101683.0,16.82,-169.21,-37.96,29.22,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,373520000.0,17.49,80.03679656982422,0.009899999999999999,21751.0,20.5,-54.43,15.84,54.23,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77390000000.0,41.83,193.42999267578125,0.0014000000000000002,282829.0,25.33,-308.0,-150.18,-52.58,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9760000000.0,21.48,139.9600067138672,-0.0001,56151.0,21.71,-235.83,-235.83,-235.83,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5470000000.0,17.58,97.53800201416016,0.039900000000000005,242127.0,19.98,-114.93,-50.88,-5.3,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,15.01,48.849998474121094,-0.0068000000000000005,18584.0,18.76,-60.96,17.52,57.68,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8369999999.999999,16.7,360.68499755859375,-0.0007000000000000001,21352.0,35.16,-57.94,19.06,58.47,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,7860000000.0,10.82,247.85499572753906,-0.003,16305.0,20.53,-19.45,38.79,68.59,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59320000000.0,33.12,333.3450012207031,0.0001,146524.0,24.21,-171.04,-38.89,28.74,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
V,Visa Inc,Financial,Credit Services,USA,587930000000.0,29.23,308.3450012207031,0.0064,1023125.0,16.42,-165.91,-70.88,-9.16,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
