Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4290000000.0,30.66,146.83999633789062,-0.0024,219349.0,17.11,-170.47,-38.6,28.89,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,377900000.0,17.69,82.05000305175781,-0.032,62407.0,21.2,-58.32,13.73,53.07,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,34250000000.0,22.3,35.54999923706055,-0.0209,7889829.0,21.78,-115.04,-44.51,3.46,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,79310000000.0,42.87,198.33999633789062,0.0105,5046978.0,25.54,-318.36,-156.53,-56.45,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,10210000000.0,22.48,146.3699951171875,0.0052,520997.0,21.75,-251.21,-251.21,-251.21,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5480000000.0,17.62,98.19000244140625,-0.0602,1181653.0,21.22,-116.36,-51.89,-6.01,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1250000000.0,15.32,49.84000015258789,-0.035,282144.0,19.39,-64.22,15.85,56.82,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8350000000.0,16.65,360.6400146484375,0.0024,176747.0,35.09,-57.92,19.07,58.48,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,7950000000.0,10.94,251.0399932861328,-0.0131,215915.0,20.58,-20.99,38.0,68.19,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60380000000.0,33.71,340.6099853515625,-0.0172,386225.0,24.46,-176.94,-41.92,27.18,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
V,Visa Inc,Financial,Credit Services,USA,588880000000.0,29.28,308.9599914550781,-0.0174,6373191.0,16.78,-166.44,-71.22,-9.38,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
