Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,41970000000.0,12.73,462.82,-0.011399999999999999,67525.0,19.54
CALM,"Cal-Maine Foods, Inc",Consumer Defensive,Farm Products,USA,3580000000.0,5.27,75.61,0.0079,131049.0,6.64
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32119999999.999996,20.92,33.34,-0.0005,833450.0,20.26
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,70880000000.0,37.39,177.17,0.004,138720.0,24.1
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,7650000000.0,35.47,127.81,-0.0083,121457.0,8.22
NICE,NICE Ltd ADR,Technology,Software - Application,Israel,6270000000.0,10.63,103.68,0.0165,237132.0,4.72
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5390000000.0,23.53,100.04,-0.0048,64509.0,10.34
PTC,PTC Inc,Technology,Software - Application,USA,16350000000.000002,20.06,137.37,0.0058,274052.0,15.13
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5390000000.0,13.43,58.64,0.0049,30541.0,9.72
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26170000000.0,49.91,54.29,-0.0017000000000000001,377992.0,17.75
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,284420000.0,1.62,5.42,0.015,75282.0,3.81
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10530000000.0,26.21,159.75,-0.020099999999999996,114597.0,16.16
V,Visa Inc,Financial,Credit Services,USA,599960000000.0,29.83,314.77,-0.0036,873288.0,15.32
