Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,40720000000.0,12.29,447.05999755859375,-0.0139,229033.0,19.45,-10.79,19.59,41.86,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31490000000.0,20.51,32.755001068115234,-0.009000000000000001,2011273.0,20.29,-68.24,-11.32,26.6,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69800000000.0,36.82,174.4600067138672,0.0018,944312.0,24.01,-211.55,-87.63,-12.8,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9484276373316582
HCI,HCI Group Inc,Financial,Insurance - Property & Casualty,USA,1940000000.0,6.57,149.0,-0.0398,91184.0,19.98,-111.84,-89.11,2.58,70.33577317655426,78.79094240680337,152.94570227539026,3.915,2.485198261658764,0.675,10.0,11.5,70.33577317655426
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5190000000.0,16.69,93.29000091552734,-0.018500000000000003,148758.0,20.11,-74.87,-21.02,16.57,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.17,49.43000030517578,-0.013500000000000002,23293.0,18.03,-43.12,27.85,63.42,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8119999999.999999,16.2,351.2300109863281,-0.03,92966.0,35.16,-35.15,31.87,65.45,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2751980000000.0,23.19,370.760009765625,-0.0066,16060270.0,22.74,-146.42,-62.72,-7.01,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26330000000.0,50.31,54.595001220703125,-0.019,752121.0,18.16,-324.08,-171.16,-72.61,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10800000000.0,26.88,163.88999938964844,-0.0044,273335.0,15.89,-106.21,-22.52,27.42,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,580030000000.0,28.84,304.2099914550781,-0.0129,2220658.0,15.46,-122.37,-40.52,11.46,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
