Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
ADSK,Autodesk Inc,Technology,Software - Application,USA,46190000000.0,42.3,217.88,-0.0401,450520.0,16.06
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,34460000000.0,22.33,35.6,-0.0241,3382166.0,22.45
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1070000000.0000001,19.59,162.9,-0.0222,48258.0,25.57
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4450000000.0,20.22,24.08,-0.057699999999999994,1053059.0,-7.04
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA,4560000000.0,19.47,28.75,-0.043899999999999995,431719.0,12.22
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,56770000000.0,31.46,76.34,-0.0458,1582462.0,30.41
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.35,49.39,-0.0046,14496.0,20.67
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13820000000.0,6.51,72.72,-0.0066,205729.0,-2.06
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,7820000000.0,36.28,130.72,-0.09390000000000001,148016.0,9.98
NFLX,Netflix Inc,Communication Services,Entertainment,USA,320550000000.0,30.04,75.92,-0.0349,14680606.0,23.57
OSPN,OneSpan Inc,Technology,Software - Infrastructure,USA,409930000.0,7.31,10.78,-0.0527,89867.0,-2.05
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5510000000.0,24.06,102.28,-0.032,107863.0,13.3
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,63850000000.0,35.65,360.19,-0.0184,145126.0,26.29
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5540000000.0,13.83,60.38,-0.008100000000000001,67055.0,10.41
V,Visa Inc,Financial,Credit Services,USA,594820000000.0,29.57,312.08,-0.0276,2576355.0,16.82
