Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39580000000.0,11.94,434.1300048828125,-0.0059,333823.0,19.14,-7.58,21.91,43.54,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,380200000.0,17.77,20.690000534057617,0.0144,86975.0,20.48,64.86,81.14,89.86,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31970000000.0,20.82,33.275001525878906,0.005,3975109.0,20.57,-70.91,-13.09,25.44,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69310000000.0,36.66,174.125,0.0106,1383715.0,23.98,-210.73,-87.13,-12.5,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9820000000.0,21.6,140.50999450683594,-0.0027,400623.0,21.58,-191.45,-191.45,-191.45,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,14.94,48.61000061035156,-0.0137,39590.0,17.44,-40.74,29.05,64.02,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7990000000.0,15.94,345.6499938964844,-0.0018,156079.0,34.55,-33.0,32.95,66.0,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2758620000000.0,23.24,371.1199951171875,0.0058,13683237.0,22.44,-146.66,-62.88,-7.11,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PTC,PTC Inc,Technology,Software - Application,USA,16980000000.0,20.84,142.63499450683594,0.0013,328647.0,15.88,-248.17,-77.45,9.32,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60310000000.0,33.67,339.42999267578125,-0.006500000000000001,354557.0,24.58,-153.4,-28.44,34.62,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.641967599622332
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25850000000.0,49.4,53.849998474121094,0.004699999999999999,1408277.0,17.48,-318.29,-167.46,-70.25,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10740000000.0,26.73,162.67999267578125,0.005600000000000001,573810.0,15.82,-104.68,-21.61,27.96,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,574090000000.0,28.54,301.57000732421875,0.009000000000000001,2805102.0,15.19,-120.44,-39.3,12.23,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
