Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39710000000.0,11.98,435.92999267578125,0.0037,28786.0,19.31,-8.03,21.59,43.31,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,379840000.0,17.75,20.40999984741211,-0.0037,2799.0,20.78,-102.05,-3.83,46.62,10.101418270197577,19.6576810598305,38.235927012306476,0.8587499999999999,0.8762493321275395,0.75,10.5,11.25,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32220000000.0,20.98,33.39500045776367,0.0015,181119.0,20.75,-71.53,-13.5,25.17,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69450000000.0,36.73,173.94500732421875,-0.0007000000000000001,68900.0,24.09,-210.63,-87.07,-12.47,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9810000000.0,21.59,140.58999633789062,-0.0053,17415.0,21.67,-191.62,-191.62,-191.62,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5210000000.0,16.77,92.80999755859375,-0.0073,17855.0,20.04,-73.97,-20.4,16.99,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1200000000.0,14.77,48.189998626708984,-0.0089,3134.0,17.58,-39.53,29.66,64.33,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7820000000.0,15.59,340.3900146484375,-0.0212,10522.0,34.52,-30.98,33.97,66.52,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2769910000000.0,23.34,372.6099853515625,-0.0012,2688945.0,22.8,-147.65,-63.53,-7.54,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PRI,Primerica Inc,Financial,Insurance - Life,USA,7960000000.0,10.97,251.57200622558594,-0.009000000000000001,9927.0,20.87,-11.32,43.57,71.28,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,17030000000.000002,20.9,142.9499969482422,0.003,18108.0,16.14,-248.94,-77.84,9.12,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60440000000.0,33.74,340.2200012207031,0.0027,17951.0,24.49,-153.99,-28.74,34.47,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.641967599622332
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26070000000.0,49.82,54.25,0.0048,126457.0,17.72,-321.4,-169.45,-71.52,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1930000000.0,12.65,43.08000183105469,-0.014499999999999999,13151.0,18.12,-33.4,-27.49,-21.82,32.29363893200323,33.78959118819024,35.362769461753416,3.425,0.014029884092318312,1.0,11.0,10.0,11.510276254729845
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10710000000.0,26.66,162.36000061035156,-0.0029,52480.0,15.92,-104.28,-21.38,28.1,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,576890000000.0,28.68,303.70989990234375,0.0062,279658.0,15.25,-122.0,-40.29,11.61,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
