Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
ADSK,Autodesk Inc,Technology,Software - Application,USA,48140000000.0,44.08,227.91749572753906,-0.0088,607720.0,16.51,-288.2,-98.93,-2.07,58.711054151192855,114.56903000837292,223.29547537192636,3.9850000000000003,0.317267512016699,0.92,0.0
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1070000000.0000001,19.65,164.49000549316406,-0.0074,77196.0,25.89,-173.42,-115.49,-69.15,60.16087157962483,76.33307738467994,97.24269877935414,5.68,0.07338238706999878,1.0,13.501631887641928
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78780000000.0,42.58,197.1649932861328,-0.0048,335059.0,26.46,-316.17,-155.19,-55.64,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5990000000.0,19.26,107.31009674072266,-0.05,724050.0,22.18,-136.46,-65.99,-15.85,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.29,49.290000915527344,-0.0068000000000000005,28148.0,21.03,-62.41,16.78,57.3,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8610000000.0,17.1,372.6600036621094,-0.0098,100320.0,35.6,-172.41,-39.6,28.38,136.8008237648151,266.95377743890833,520.2939278720966,10.05,0.39003133035494053,0.85,50.93771455202942
NFLX,Netflix Inc,Communication Services,Entertainment,USA,328090000000.0,30.75,77.93000030517578,0.0092,13381097.0,24.07,-232.05,-70.16,12.7,23.469688648143094,45.798861933083586,89.2621561524413,1.593,0.36489469824866827,0.92,0.0
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3680000000.0,18.87,102.8499984741211,-0.0045000000000000005,172384.0,16.1,-47.98,24.17,61.09,69.50138427150101,135.62533147027943,264.3342870313022,4.34,0.2568480595223228,1.0,10.258389884341092
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,12200000000.0,28.78,25.24370002746582,-0.0007000000000000001,7942273.0,23.7,-425.76,-196.98,-52.38,4.801418220499705,8.500020774174196,16.566572827768255,0.32,0.40705861783419106,0.85,4.801418220499705
V,Visa Inc,Financial,Credit Services,USA,609240000000.0,30.29,320.114990234375,0.0022,2347644.0,16.84,-176.06,-77.4,-13.33,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
