Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39230000000.0,11.84,439.4599914550781,-0.0317,98098.0,19.35,-8.91,20.96,42.85,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,370360000.0,17.31,20.145000457763672,0.0126,20410.0,20.18,65.78,81.64,90.13,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32060000000.000004,20.88,33.34000015258789,0.0024,792404.0,20.64,-71.25,-13.31,25.29,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,67260000000.00001,35.57,169.15499877929688,-0.0025,246444.0,23.77,-201.86,-81.79,-9.29,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9920000000.0,21.83,143.4250030517578,-0.0104,35536.0,21.8,-197.5,-197.5,-197.5,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5540000000.0,17.81,99.17250061035156,-0.0015,45425.0,20.69,-85.9,-28.65,11.3,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.05,49.189998626708984,-0.003,4385.0,17.4,-42.42,28.2,63.59,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7910000000.0,15.78,346.7550048828125,0.0003,24471.0,34.39,-33.43,32.73,65.89,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2757020000000.0,23.23,371.1889953613281,0.003,7981371.0,22.47,-146.71,-62.91,-7.13,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3140000000.0,16.4,118.37000274658203,-0.014499999999999999,19397.0,20.19,-109.84,-6.36,45.86,56.4092991626028,111.28977724541305,218.62954205272374,3.805,0.5254193884425031,0.85,10.0,10.0,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,7970000000.0,10.97,253.53500366210938,0.0046,23214.0,20.57,-12.19,43.13,71.05,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,17010000000.000002,20.88,143.34500122070312,0.0033,77914.0,15.88,-249.91,-78.33,8.87,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60640000000.0,33.86,343.3500061035156,0.010700000000000001,262515.0,24.43,-156.33,-29.93,33.86,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.663587250814041
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25760000000.0,49.23,53.7599983215332,0.0026,393624.0,17.46,-317.59,-167.01,-69.97,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
V,Visa Inc,Financial,Credit Services,USA,568280000000.0,28.25,299.2250061035156,-0.013500000000000002,2075213.0,15.34,-118.72,-38.21,12.91,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
