Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39520000000.0,11.92,433.44,0.0021,100490.0,18.91
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4300000000.0,30.76,147.34,-0.0038,38911.0,17.38
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,358070000.0,16.77,77.75,0.0045000000000000005,20549.0,19.51
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,73650000000.0,39.81,184.18,-0.0068000000000000005,344857.0,24.74
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4570000000.0,20.76,24.72,-0.0028000000000000004,281795.0,-7.32
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5640000000.0,18.14,101.14,-0.015,150285.0,21.01
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.6,47.5,0.0053,15824.0,17.54
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13900000000.0,6.82,73.15,0.001,119913.0,-2.08
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,19750000000.0,12.3,163.6,-0.0109,1032796.0,10.63
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8300000000.000001,38.48,138.63,0.003,56971.0,9.42
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,123240000000.0,10.55,36.58,-0.0232,8227917.0,5.27
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3080000000.0,16.09,115.54,-0.0146,33279.0,19.97
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,8570000000.0,7.95,36.08,-0.0126,45713.0,6.89
PRI,Primerica Inc,Financial,Insurance - Life,USA,7850000000.0,10.8,247.84,-0.0025,27779.0,20.11
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5370000000.0,13.38,58.4,-0.0104,90523.0,9.54
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26060000000.0,49.79,54.16,0.0046,302960.0,17.79
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,281980000.0,1.61,5.38,-0.0192,187593.0,4.6
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1890000000.0,12.36,42.16,-0.032,61452.0,15.55
V,Visa Inc,Financial,Credit Services,USA,570010000000.0,28.34,299.06,0.0001,1697080.0,15.83
