Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
CALM,"Cal-Maine Foods, Inc",Consumer Defensive,Farm Products,USA,3710000000.0,3.29,77.87,-0.0062,306964.0,6.65
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,374910000.0,17.55,20.35,0.0363,166674.0,20.66
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32220000000.0,20.98,33.45,0.0179,3034285.0,20.59
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,72510000000.0,39.19,181.32,0.0111,806182.0,24.54
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4580000000.0,20.84,24.82,0.0168,837069.0,-7.46
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9870000000.0,21.73,141.46,0.013999999999999999,201362.0,21.88
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5640000000.0,18.15,101.17,0.0158,363487.0,20.71
IDT,IDT Corp,Communication Services,Telecom Services,USA,1210000000.0,14.85,48.31,0.0158,36088.0,17.58
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7640000000.0,15.23,329.88,0.0051,129763.0,33.85
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13960000000.0,6.85,73.47,0.0181,350849.0,-2.2
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,19850000000.0,12.37,164.44,0.01,1108799.0,10.4
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8340000000.0,38.66,139.27,0.014199999999999999,185339.0,10.03
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,123510000000.0,10.57,36.66,0.0036,9590931.0,5.19
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,8330000000.0,7.73,35.08,-0.0044,272524.0,6.66
PRI,Primerica Inc,Financial,Insurance - Life,USA,7910000000.0,10.9,249.98,0.018000000000000002,51259.0,20.24
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,58260000000.0,32.53,328.63,0.044500000000000005,632844.0,23.54
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5320000000.0,13.25,57.85,-0.0019,178263.0,9.3
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25710000000.0,49.13,53.44,0.0034999999999999996,869910.0,17.64
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,288810000.0,1.65,5.51,0.015700000000000002,448808.0,4.44
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1820000000.0,11.89,40.57,0.0012,213364.0,14.91
V,Visa Inc,Financial,Credit Services,USA,583680000000.0,29.02,306.23,0.015300000000000001,3461470.0,15.88
