Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4440000000.0,31.79,151.77000427246094,0.011000000000000001,101110.0,17.68,-156.67,-30.1,33.77,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,374340000.0,17.5,20.09000015258789,0.026600000000000002,140024.0,20.13,65.88,81.69,90.16,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31700000000.0,20.64,32.904998779296875,0.002,3749303.0,20.58,-69.01,-11.83,26.27,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9890000000.0,21.77,141.7899932861328,0.0197,337847.0,21.84,-194.11,-194.11,-194.11,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5550000000.0,17.86,99.99500274658203,-0.0001,490441.0,20.7,-87.44,-29.72,10.57,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.6,47.4900016784668,-0.012199999999999999,38278.0,17.71,-37.5,30.68,64.85,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7600000000.0,15.15,327.7250061035156,0.0049,207236.0,33.78,-26.11,36.43,67.76,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2750600000000.0,23.18,370.05999755859375,-0.0062,21119573.0,22.98,-145.96,-62.41,-6.8,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PRI,Primerica Inc,Financial,Insurance - Life,USA,8010000000.0,11.03,252.27000427246094,0.0085,93452.0,20.5,-11.63,43.42,71.2,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,17040000000.0,20.91,143.1999969482422,0.0017000000000000001,617198.0,16.14,-249.55,-78.15,8.96,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,56880000000.0,31.76,320.5199890136719,-0.0036,346436.0,23.83,-139.29,-21.29,38.26,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.706325551292554
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25710000000.0,49.13,53.45500183105469,0.0028000000000000004,1080427.0,17.65,-315.22,-165.5,-69.0,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1870000000.0,12.22,41.59000015258789,0.019799999999999998,149214.0,15.01,-28.79,-23.09,-17.61,32.29363893200323,33.78959118819024,35.362769461753416,3.425,0.014029884092318312,1.0,11.0,10.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,581500000000.0,28.91,304.6199951171875,0.0044,3557654.0,15.97,-122.67,-40.71,11.34,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
