Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4380000000.0,31.32,150.0,-0.012199999999999999,378551.0,17.7,-176.29,-41.58,27.36,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,368130000.0,17.24,79.93000030517578,-0.0049,96126.0,19.96,-54.23,15.95,54.29,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32799999999.999996,21.36,34.04999923706055,0.005,7796462.0,20.68,-105.96,-38.42,7.54,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77110000000.0,41.68,192.83999633789062,0.0005,1687637.0,25.22,-306.76,-149.41,-52.11,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9790000000.0,21.55,140.27999877929688,0.0055000000000000005,752675.0,21.27,-236.6,-236.6,-236.6,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5610000000.0,18.04,100.55999755859375,0.035,489484.0,20.35,-121.59,-55.55,-8.56,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1200000000.0,14.76,48.0,0.004,179214.0,17.68,-58.15,18.95,58.42,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.779014078857648
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8240000000.0,16.43,355.739990234375,-0.008100000000000001,179797.0,35.04,-55.78,20.17,59.04,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,8000000000.0,11.01,252.66000366210938,0.011699999999999999,195545.0,20.17,-21.77,37.6,67.98,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59650000000.0,33.31,336.4800109863281,0.0063,554647.0,24.01,-173.59,-40.2,28.07,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
V,Visa Inc,Financial,Credit Services,USA,587930000000.0,29.23,308.4599914550781,-0.0053,6870024.0,16.25,-166.01,-70.94,-9.2,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
