Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4340000000.0,31.06,147.89999389648438,0.0060999999999999995,172280.0,17.38,-172.42,-39.6,28.37,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,362010000.0,16.95,78.45500183105469,0.0155,85800.0,19.51,-51.38,17.51,55.13,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,73060000000.0,39.49,182.10499572753906,-0.0147,1628578.0,24.74,-284.11,-135.53,-43.65,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9730000000.0,21.42,139.14500427246094,0.0042,567471.0,21.22,-233.88,-233.88,-233.88,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5680000000.0,18.26,101.8499984741211,-0.009000000000000001,384614.0,21.01,-124.43,-57.55,-9.96,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1210000000.0,14.78,47.970001220703125,0.0178,114946.0,17.54,-58.06,19.0,58.44,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.779014078857648
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3120000000.0,16.27,116.37000274658203,-0.0038,169880.0,19.97,-124.68,-15.14,40.93,51.79374471891755,101.07055951791504,196.98690503018184,3.805,0.5254193884425031,0.85,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,7870000000.0,10.84,248.00999450683594,0.0011,88935.0,20.11,-19.53,38.75,68.57,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26070000000.0,49.81,54.099998474121094,0.0052,1365335.0,17.79,-355.66,-193.8,-88.32,11.872950937861203,18.41369958288502,28.72775971128352,0.925,0.13271785112236145,1.0,0.0
SMID,Smith-Midland Corp,Basic Materials,Building Materials,USA,143270000.0,12.19,27.046600341796875,-0.045899999999999996,2250.0,26.46,-329.67,-329.67,-329.67,6.294755915896488,6.294755915896488,6.294755915896488,0.7999999999999999,0.0,0.75,6.294755915896488
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1930000000.0,12.62,42.72999954223633,-0.0116,273876.0,15.55,-42.24,-36.09,-30.17,30.04133361908681,31.399346016746623,32.82649122297984,3.425,0.014029884092318312,1.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,572090000000.0,28.44,299.04998779296875,0.0038,4365485.0,15.83,-157.89,-65.73,-5.87,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
