Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4420000000.0,31.62,150.86500549316406,0.0096,33241.0,17.55,-177.88,-42.4,26.94,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,364840000.0,17.08,79.54499816894531,-0.0089,39570.0,19.9,-53.49,16.36,54.51,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,76360000000.0,41.27,190.6699981689453,-0.0098,792755.0,25.23,-302.18,-146.61,-50.4,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9820000000.0,21.62,140.76429748535156,0.0034000000000000002,78479.0,21.34,-237.76,-237.76,-237.76,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.63,47.470001220703125,-0.0089,20261.0,17.73,-56.41,19.85,58.88,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.779014078857648
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8080000000.0,16.12,348.17999267578125,-0.0187,45742.0,34.93,-52.47,21.87,59.91,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3120000000.0,16.28,116.38500213623047,-0.0178,68302.0,20.15,-124.71,-15.15,40.92,51.79374471891755,101.07055951791504,196.98690503018184,3.805,0.5254193884425031,0.85,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,8010000000.0,11.03,252.60000610351562,0.0014000000000000002,22965.0,20.31,-21.74,37.62,67.99,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59240000000.0,33.08,333.9949951171875,-0.0069,192688.0,24.09,-171.57,-39.16,28.6,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
V,Visa Inc,Financial,Credit Services,USA,576150000000.0,28.64,301.1199951171875,-0.02,1743564.0,16.19,-159.68,-66.87,-6.6,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
