Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4420000000.0,31.62,151.45,0.0096,33241.0,17.55
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,364840000.0,17.08,79.21,-0.0089,39570.0,19.9
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,76360000000.0,41.27,190.95,-0.0098,792755.0,25.23
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4610000000.0,20.98,24.99,0.003,442192.0,-7.27
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9820000000.0,21.62,140.75,0.0034000000000000002,78479.0,21.34
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.63,47.58,-0.0089,20261.0,17.73
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8080000000.0,16.12,349.09,-0.0187,45742.0,34.93
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13860000000.0,6.8,72.93,-0.008,151888.0,-2.02
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,20050000000.0,12.32,163.81,0.0285,3576817.0,10.22
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8350000000.0,38.71,139.48,-0.008100000000000001,127996.0,9.61
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,126020000000.0,10.79,37.4,-0.026699999999999998,10430505.0,5.54
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5950000000.0,25.98,110.45,-0.0032,109796.0,13.48
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3120000000.0,16.28,116.93,-0.0178,68302.0,20.15
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,8640000000.0,8.01,36.38,-0.0256,207331.0,7.11
PRI,Primerica Inc,Financial,Insurance - Life,USA,8010000000.0,11.03,253.01,0.0014000000000000002,22965.0,20.31
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59240000000.0,33.08,334.16,-0.0069,192688.0,24.09
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5530000000.0,13.78,60.14,-0.0176,130808.0,9.94
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,295100000.0,1.68,5.62,-0.025099999999999997,120008.0,5.14
V,Visa Inc,Financial,Credit Services,USA,576150000000.0,28.64,302.28,-0.02,1743564.0,16.19
