Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,376600000.0,17.63,20.510000228881836,0.040999999999999995,113054.0,20.66,60.43,78.43,88.27,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,2.0632295863466337
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32430000000.0,21.12,33.670799255371094,0.024399999999999998,1618127.0,20.59,-103.67,-36.87,8.57,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,73640000000.0,39.8,183.24000549316406,0.0268,513110.0,24.54,-286.51,-137.0,-44.54,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9920000000.0,21.84,142.02999877929688,0.0194,99355.0,21.88,-240.8,-240.8,-240.8,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
IDT,IDT Corp,Communication Services,Telecom Services,USA,1210000000.0,14.85,48.23500061035156,0.015300000000000001,14944.0,17.58,-58.93,18.56,58.21,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7760000000.0,15.48,336.3450012207031,0.0215,49311.0,33.85,-47.29,24.52,61.27,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,7990000000.0,11.0,252.0800018310547,0.0271,27689.0,20.24,-21.49,37.74,68.06,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59120000000.0,33.01,331.0,0.06,342794.0,23.54,-169.13,-37.92,29.24,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706325551292554
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26000000000.0,49.68,53.880001068115234,0.0147,632031.0,17.64,-353.8,-192.61,-87.55,11.872950937861203,18.41369958288502,28.72775971128352,0.925,0.13271785112236145,1.0,0.0
V,Visa Inc,Financial,Credit Services,USA,585390000000.0,29.1,306.80999755859375,0.0183,2193335.0,15.88,-164.59,-70.03,-8.62,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
