Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39230000000.0,11.84,430.3,-0.0317,98098.0,19.35
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,370360000.0,17.31,20.07,0.0126,20410.0,20.18
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32060000000.000004,20.88,33.28,0.0024,792404.0,20.64
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,67260000000.00001,35.57,168.71,-0.0025,246444.0,23.77
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4269999999.9999995,19.43,23.14,-0.0069,583201.0,-7.89
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9920000000.0,21.83,142.13,-0.0104,35536.0,21.8
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5540000000.0,17.81,99.25,-0.0015,45425.0,20.69
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.05,48.96,-0.003,4385.0,17.4
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7910000000.0,15.78,341.75,0.0003,24471.0,34.39
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13790000000.0,6.76,72.57,-0.0203,116549.0,-1.94
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,18840000000.0,11.73,156.03,0.0191,640937.0,8.52
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8050000000.000001,37.32,134.46,0.0101,85413.0,9.02
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2757020000000.0,23.23,371.29,0.003,7981371.0,22.47
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,124170000000.0,10.63,36.85,0.0029,3503023.0,5.2
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5710000000.0,24.95,106.07,-0.0182,92094.0,12.11
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3140000000.0,16.4,117.76,-0.014499999999999999,19397.0,20.19
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,8870000000.0,8.22,37.33,-0.011399999999999999,135879.0,6.76
PRI,Primerica Inc,Financial,Insurance - Life,USA,7970000000.0,10.97,251.62,0.0046,23214.0,20.57
PTC,PTC Inc,Technology,Software - Application,USA,17010000000.000002,20.88,142.96,0.0033,77914.0,15.88
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3140000000.0,16.18,88.08,0.0027,68012.0,12.94
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60640000000.0,33.86,342.07,0.010700000000000001,262515.0,24.43
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5190000000.0,12.92,56.42,-0.011000000000000001,57514.0,9.17
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25760000000.0,49.23,53.55,0.0026,393624.0,17.46
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,277790000.0,1.58,5.3,-0.0194,66198.0,4.01
V,Visa Inc,Financial,Credit Services,USA,568280000000.0,28.25,298.15,-0.013500000000000002,2075213.0,15.34
