Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4420000000.0,31.62,151.13999938964844,0.0333,242602.0,17.19,-178.39,-42.66,26.8,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,376430000.0,17.63,81.08999633789062,0.0148,78873.0,20.24,-56.47,14.74,53.62,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32590000000.000004,21.23,33.73749923706055,-0.0075,6456820.0,20.67,-104.07,-37.15,8.39,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77250000000.0,41.75,193.1699981689453,-0.005699999999999999,947926.0,25.28,-307.45,-149.84,-52.37,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9770000000.0,21.51,139.66000366210938,0.0046,346210.0,21.26,-235.11,-235.11,-235.11,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5420000000.0,17.44,97.16000366210938,0.0039000000000000003,371331.0,20.31,-114.09,-50.29,-4.89,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1200000000.0,14.75,47.95500183105469,-0.015600000000000001,117103.0,18.05,-58.01,19.03,58.46,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8380000000.000001,16.71,362.125,-0.0016,73455.0,35.19,-58.58,18.74,58.31,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,7920000000.0,10.9,250.7100067138672,0.0038,96018.0,19.99,-20.83,38.08,68.23,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59090000000.0,32.99,333.44500732421875,0.0044,490072.0,23.81,-171.12,-38.94,28.71,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1970000000.0,12.89,43.834999084472656,-0.0378,503841.0,16.32,-45.92,-39.6,-33.54,30.04133361908681,31.399346016746623,32.82649122297984,3.425,0.014029884092318312,1.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,589460000000.0,29.31,309.94000244140625,0.0069,3094825.0,16.14,-167.29,-71.76,-9.73,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
