Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39080000000.0,11.79,430.260009765625,-0.0042,451734.0,19.05,-6.63,22.61,44.04,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4430000000.0,31.67,152.96499633789062,-0.0239,147318.0,18.13,-158.7,-31.12,33.25,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,380300000.0,17.78,20.780000686645508,-0.0083,66441.0,20.73,-105.71,-5.71,45.65,10.101418270197577,19.6576810598305,38.235927012306476,0.8587499999999999,0.8762493321275395,0.75,10.5,11.25,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31910000000.0,20.78,33.224998474121094,0.0088,4425475.0,20.44,-70.66,-12.92,25.55,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,67470000000.0,35.68,169.91000366210938,-0.0143,1304788.0,23.93,-203.43,-82.73,-9.86,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9950000000.0,21.91,142.88999938964844,0.013300000000000001,343962.0,21.72,-196.39,-196.39,-196.39,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5370000000.0,17.26,96.23999786376953,0.0089,333182.0,20.19,-80.4,-24.85,13.93,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.03,48.81010055541992,-0.0111,43357.0,17.9,-41.32,28.76,63.88,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7980000000.0,15.9,345.4125061035156,-0.0038,123076.0,34.55,-32.91,32.99,66.02,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2741840000000.0,23.1,370.9100036621094,-0.0098,13084208.0,22.81,-146.52,-62.79,-7.05,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PTC,PTC Inc,Technology,Software - Application,USA,17079999999.999998,20.96,144.0,-0.005600000000000001,311976.0,16.12,-251.51,-79.14,8.45,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,58860000000.0,32.86,333.8399963378906,-0.018600000000000002,432381.0,24.35,-149.23,-26.33,35.7,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.641967599622332
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25770000000.0,49.25,53.72999954223633,-0.0103,1033534.0,17.83,-317.36,-166.86,-69.87,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
SMID,Smith-Midland Corp,Basic Materials,Building Materials,USA,143810000.0,12.24,27.274999618530273,-0.039,7453.0,28.5,-333.3,-333.3,-333.3,6.294755915896488,6.294755915896488,6.294755915896488,0.7999999999999999,0.0,0.75,11.0,11.75,6.294755915896488
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1900000000.0,12.42,42.25,-0.0304,105124.0,18.63,-30.83,-25.04,-19.48,32.29363893200323,33.78959118819024,35.362769461753416,3.425,0.014029884092318312,1.0,11.0,10.0,11.510276254729845
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10620000000.0,26.42,160.8800048828125,-0.013600000000000001,629869.0,15.9,-102.42,-20.27,28.76,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,574320000000.0,28.55,302.2898864746094,-0.0066,2256668.0,15.38,-120.96,-39.63,12.02,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
