Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39680000000.0,11.97,434.0299987792969,0.0060999999999999995,547354.0,18.91,-26.19,7.23,32.16,343.9371242335214,467.86011471077,639.800894601005,30.375,0.09411381840681132,1.0,56.392656322516395
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4310000000.0,30.85,148.41000366210938,-0.001,186621.0,17.38,-173.36,-40.08,28.13,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,357700000.0,16.75,77.81999969482422,0.0034000000000000002,92512.0,19.51,-50.16,18.17,55.49,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,73010000000.0,39.46,181.8300018310547,-0.0154,1861997.0,24.74,-283.53,-135.17,-43.43,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9710000000.0,21.37,138.99000549316406,0.0017000000000000001,650419.0,21.22,-233.5,-233.5,-233.5,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5670000000.0,18.23,101.0,-0.0106,432885.0,21.01,-122.55,-56.23,-9.04,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1210000000.0,14.79,47.84000015258789,0.018500000000000003,131898.0,17.54,-57.63,19.22,58.55,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.779014078857648
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3100000000.0,16.18,116.1500015258789,-0.0089,183926.0,19.97,-124.25,-14.92,41.04,51.79374471891755,101.07055951791504,196.98690503018184,3.805,0.5254193884425031,0.85,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,7850000000.0,10.8,247.11000061035156,-0.0025,102093.0,20.11,-19.09,38.97,68.69,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26070000000.0,49.82,54.08000183105469,0.0053,1569274.0,17.79,-355.49,-193.69,-88.25,11.872950937861203,18.41369958288502,28.72775971128352,0.925,0.13271785112236145,1.0,0.0
SMID,Smith-Midland Corp,Basic Materials,Building Materials,USA,144020000.0,12.25,27.524999618530273,-0.040999999999999995,3908.0,26.46,-337.27,-337.27,-337.27,6.294755915896488,6.294755915896488,6.294755915896488,0.7999999999999999,0.0,0.75,6.294755915896488
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1910000000.0,12.54,42.729000091552734,-0.0176,317407.0,15.55,-42.23,-36.08,-30.17,30.04133361908681,31.399346016746623,32.82649122297984,3.425,0.014029884092318312,1.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,571450000000.0,28.41,299.6099853515625,0.0027,4731515.0,15.83,-158.38,-66.04,-6.07,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
