Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
ADSK,Autodesk Inc,Technology,Software - Application,USA,48270000000.0,44.2,227.8699951171875,-0.0060999999999999995,655033.0,16.51,-288.12,-98.89,-2.05,58.711054151192855,114.56903000837292,223.29547537192636,3.9850000000000003,0.317267512016699,0.92,0.0
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1080000000.0,19.78,165.0,-0.0008,78777.0,25.89,-174.26,-116.16,-69.68,60.16087157962483,76.33307738467994,97.24269877935414,5.68,0.07338238706999878,1.0,13.501631887641928
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78880000000.0,42.64,197.25,-0.0036,365771.0,26.46,-316.35,-155.3,-55.7,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5980000000.0,19.23,107.5999984741211,-0.0512,761669.0,22.18,-137.1,-66.44,-16.16,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.34,49.40999984741211,-0.0038,31194.0,21.03,-62.8,16.57,57.19,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8640000000.0,17.14,369.7200012207031,-0.0074,105737.0,35.6,-170.26,-38.5,28.94,136.8008237648151,266.95377743890833,520.2939278720966,10.05,0.39003133035494053,0.85,50.93771455202942
NFLX,Netflix Inc,Communication Services,Entertainment,USA,329180000000.0,30.85,78.04499816894531,0.0125,14416310.0,24.07,-232.54,-70.41,12.57,23.469688648143094,45.798861933083586,89.2621561524413,1.593,0.36489469824866827,0.92,0.0
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3690000000.0,18.91,102.91000366210938,-0.0021,185866.0,16.1,-48.07,24.12,61.07,69.50138427150101,135.62533147027943,264.3342870313022,4.34,0.2568480595223228,1.0,10.258389884341092
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,12210000000.0,28.81,25.339799880981445,0.0004,8478184.0,23.7,-427.76,-198.11,-52.96,4.801418220499705,8.500020774174196,16.566572827768255,0.32,0.40705861783419106,0.85,4.801418220499705
V,Visa Inc,Financial,Credit Services,USA,610500000000.0,30.35,320.7049865722656,0.0043,2563945.0,16.84,-176.57,-77.73,-13.54,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
