Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
ADSK,Autodesk Inc,Technology,Software - Application,USA,46830000000.0,42.88,220.6999969482422,0.0103,592528.0,15.5,-275.91,-92.63,1.16,58.711054151192855,114.56903000837292,223.29547537192636,3.9850000000000003,0.317267512016699,0.92,0.0
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,34159999999.999996,22.14,35.44499969482422,-0.0019,3160729.0,22.31,-114.4,-44.09,3.75,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1050000000.0,19.29,160.5500030517578,0.009899999999999999,33191.0,24.89,-166.87,-110.33,-65.1,60.16087157962483,76.33307738467994,97.24269877935414,5.68,0.07338238706999878,1.0,13.501631887641928
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,79200000000.0,42.81,198.27999877929688,-0.0014000000000000002,282737.0,26.48,-318.53,-156.63,-56.52,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,56310000000.0,31.21,75.54000091552734,0.0016,2841693.0,29.54,-175.66,-41.26,27.52,27.403402941334676,53.475130693995894,104.22323317234203,1.8599999999999999,0.3167495145145989,0.92,1.9644352420355817
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5590000000.0,17.99,100.36499786376953,-0.0083,214107.0,20.83,-121.16,-55.25,-8.35,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.24,49.04999923706055,-0.0022,11158.0,19.9,-61.61,17.18,57.51,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8610000000.0,17.17,372.989990234375,-0.0021,50833.0,35.55,-172.65,-39.72,28.31,136.8008237648151,266.95377743890833,520.2939278720966,10.05,0.39003133035494053,0.85,50.93771455202942
NFLX,Netflix Inc,Communication Services,Entertainment,USA,323540000000.0,30.32,76.74019622802734,0.008,10525571.0,23.33,-226.98,-67.56,14.03,23.469688648143094,45.798861933083586,89.2621561524413,1.593,0.36489469824866827,0.92,0.0
PRI,Primerica Inc,Financial,Insurance - Life,USA,8020000000.0,10.96,251.0749969482422,-0.0068000000000000005,24506.0,21.09,-21.0,37.99,68.18,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,56.62456006864758
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,11890000000.0,28.05,24.6299991607666,0.0174,4013728.0,23.16,-412.97,-189.76,-48.67,4.801418220499705,8.500020774174196,16.566572827768255,0.32,0.40705861783419106,0.85,4.801418220499705
V,Visa Inc,Financial,Credit Services,USA,579200000000.0,28.8,304.79998779296875,-0.0086,3014446.0,16.34,-162.85,-68.91,-7.91,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
