Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39390000000.0,11.88,431.96,-0.0046,233446.0,19.31
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31650000000.0,20.61,32.86,-0.016200000000000003,3941711.0,20.75
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,68890000000.0,36.43,172.79,-0.0089,657168.0,24.09
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4260000000.0,19.36,23.06,0.0126,622386.0,-8.1
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9790000000.0,21.55,140.31,-0.0070999999999999995,186431.0,21.67
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5300000000.0,17.06,95.08,0.009399999999999999,214960.0,20.04
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.25,49.6,0.0232,69919.0,17.58
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8010000000.0,15.96,345.74,0.0024,99358.0,34.52
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,14300000000.0,7.01,75.23,0.0091,311053.0,-1.88
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,18760000000.0,11.69,155.41,-0.002,904591.0,9.34
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8119999999.999999,37.67,135.72,0.0086,183405.0,9.17
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2766270000000.0,23.31,372.53,-0.0025,11203870.0,22.8
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,123500000000.0,10.57,36.65,-0.0088,6722280.0,5.21
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5790000000.0,25.26,107.38,0.011699999999999999,420082.0,12.16
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,8840000000.0,8.2,37.23,-0.0027,249151.0,6.78
PRI,Primerica Inc,Financial,Insurance - Life,USA,7990000000.0,11.0,252.35,-0.0059,88304.0,20.87
PTC,PTC Inc,Technology,Software - Application,USA,17120000000.000002,21.01,143.83,0.0083,237705.0,16.14
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3210000000.0,16.54,90.04,0.019,197773.0,13.47
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60200000000.0,33.61,339.55,-0.0013,221611.0,24.49
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5360000000.0,13.36,58.32,0.0031,204148.0,9.72
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26100000000.0,49.88,54.26,0.006,814569.0,17.72
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,284870000.0,1.62,5.43,0.005600000000000001,280833.0,4.17
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10770000000.0,26.8,163.36,0.0023,466565.0,15.92
V,Visa Inc,Financial,Credit Services,USA,578880000000.0,28.78,303.72,0.0097,2219011.0,15.25
