Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,381540000.0,17.83,20.67,0.0007000000000000001,20969.0,20.78
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31980000000.0,20.83,33.2,-0.006,1707847.0,20.75
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69470000000.0,36.74,174.25,-0.0005,346753.0,24.09
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4250000000.0,19.32,23.01,0.0105,352135.0,-8.1
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9840000000.0,21.66,141.01,-0.0022,111093.0,21.67
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5320000000.0,17.1,95.32,0.012,121302.0,20.04
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.22,49.53,0.0218,50428.0,17.58
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7990000000.0,15.94,345.29,0.0011,50696.0,34.52
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,18780000000.0,11.7,155.6,-0.0008,527194.0,9.34
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,8140000000.000001,37.74,135.97,0.0105,123187.0,9.17
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2768610000000.0,23.33,372.85,-0.0016,7820063.0,22.8
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,124200000000.0,10.63,36.87,-0.0031,4564210.0,5.21
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5820000000.0,25.41,108.02,0.0177,209808.0,12.16
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,8850000000.0,8.21,37.27,-0.0016,134948.0,6.78
PRI,Primerica Inc,Financial,Insurance - Life,USA,8010000000.0,11.03,253.01,-0.0033,55013.0,20.87
PTC,PTC Inc,Technology,Software - Application,USA,17100000000.000002,20.99,143.74,0.0076,126559.0,16.14
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3180000000.0,16.37,89.15,0.009000000000000001,105020.0,13.47
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60270000000.0,33.65,339.96,-0.0001,142790.0,24.49
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5340000000.0,13.32,58.14,0.0,96670.0,9.72
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26130000000.0,49.93,54.31,0.006999999999999999,477642.0,17.72
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,284090000.0,1.62,5.41,0.0028000000000000004,174476.0,4.17
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10780000000.0,26.82,163.51,0.0032,281154.0,15.92
V,Visa Inc,Financial,Credit Services,USA,579750000000.0,28.82,304.17,0.011200000000000002,1305602.0,15.25
