Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,41190000000.0,12.43,451.4700012207031,0.0455,179953.0,19.1,-11.88,18.8,41.28,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32320000000.0,21.05,33.560001373291016,0.013300000000000001,927801.0,20.53,-72.38,-14.06,24.8,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69890000000.0,36.96,175.0749969482422,0.0296,431686.0,23.83,-212.65,-88.29,-13.2,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,10310000000.0,22.7,147.67999267578125,0.0344,99029.0,21.91,-206.32,-206.32,-206.32,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5530000000.0,17.78,98.65499877929688,0.026000000000000002,73908.0,20.34,-84.93,-27.98,11.77,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.23,49.7400016784668,0.0161,10801.0,17.73,-44.01,27.4,63.19,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8180000000.0,16.31,355.24749755859375,0.0232,28957.0,34.53,-36.7,31.09,65.06,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2814720000000.0,23.72,378.45001220703125,0.0182,8384906.0,22.79,-151.53,-66.1,-9.23,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PTC,PTC Inc,Technology,Software - Application,USA,17410000000.0,21.37,145.73500061035156,0.0168,65229.0,16.09,-255.74,-81.3,7.35,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26250000000.0,50.15,54.654998779296875,0.0159,311543.0,17.74,-324.54,-171.46,-72.8,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
V,Visa Inc,Financial,Credit Services,USA,589630000000.0,29.31,310.4075012207031,0.0225,1318621.0,15.35,-126.9,-43.38,9.66,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
