Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,41270000000.0,12.45,452.989990234375,0.0475,572937.0,19.1,-12.26,18.52,41.09,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4460000000.0,31.93,154.3800048828125,0.0067,154014.0,17.87,-161.09,-32.34,32.64,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31950000000.0,20.81,33.16999816894531,0.0018,4034883.0,20.53,-70.37,-12.73,25.67,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69170000000.0,36.62,174.58999633789062,0.019,1520777.0,23.83,-211.78,-87.77,-12.88,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,10290000000.0,22.65,147.83999633789062,0.0321,404767.0,21.91,-206.65,-206.65,-206.65,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5420000000.0,17.43,97.11000061035156,0.006,344743.0,20.34,-82.03,-25.98,13.15,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.21,49.470001220703125,0.0146,52031.0,17.73,-43.23,27.79,63.39,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2764040000000.0,23.29,374.3299865722656,-0.0002,24448728.0,22.79,-148.79,-64.29,-8.04,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PTC,PTC Inc,Technology,Software - Application,USA,17180000000.0,21.08,144.32000732421875,0.0031,734701.0,16.09,-252.29,-79.54,8.25,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26240000000.0,50.14,54.70000076293945,0.015600000000000001,1296830.0,17.74,-324.89,-171.68,-72.94,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
V,Visa Inc,Financial,Credit Services,USA,588440000000.0,29.26,309.0799865722656,0.0204,3607888.0,15.35,-125.93,-42.77,10.05,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
