Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,38760000000.0,11.69,428.9800109863281,-0.026600000000000002,45951.0,19.14,-6.31,22.84,44.21,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4440000000.0,31.76,153.0399932861328,-0.0134,21152.0,17.67,-158.82,-31.19,33.22,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,367230000.0,17.17,20.114999771118164,-0.0202,7039.0,20.48,65.84,81.67,90.14,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31420000000.0,20.46,32.86249923706055,-0.0121,616189.0,20.57,-68.8,-11.69,26.36,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,68530000000.0,36.25,171.91000366210938,-0.0008,197536.0,23.98,-206.78,-84.75,-11.07,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9550000000.0,21.02,137.75,-0.0298,54380.0,21.58,-185.73,-185.73,-185.73,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.04,48.779998779296875,-0.0073,3384.0,17.44,-41.23,28.8,63.9,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7890000000.0,15.74,345.0050048828125,-0.014199999999999999,7059.0,34.55,-32.76,33.07,66.06,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2718960000000.0,22.91,366.3550109863281,-0.0087,3719660.0,22.44,-143.49,-60.79,-5.73,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3140000000.0,16.38,118.17880249023438,0.008100000000000001,8821.0,19.91,-109.5,-6.19,45.95,56.4092991626028,111.28977724541305,218.62954205272374,3.805,0.5254193884425031,0.85,10.0,10.0,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,7960000000.0,10.96,251.6999969482422,-0.0095,10915.0,20.73,-11.38,43.55,71.26,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,16809999999.999998,20.63,141.17999267578125,-0.0086,51422.0,15.88,-244.62,-75.64,10.24,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59810000000.0,33.39,337.0299987792969,-0.0148,76558.0,24.58,-151.61,-27.53,35.08,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.641967599622332
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25680000000.0,49.07,53.56999969482422,-0.0021,210047.0,17.48,-316.11,-166.07,-69.37,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10480000000.0,26.07,159.7899932861328,-0.0194,92367.0,15.82,-101.05,-19.45,29.24,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,567110000000.0,28.2,298.7900085449219,-0.0033,643956.0,15.19,-118.41,-38.01,13.04,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
