Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
ADSK,Autodesk Inc,Technology,Software - Application,USA,47740000000.0,43.72,224.7550048828125,0.0194,602035.0,15.62,-282.82,-96.17,-0.65,58.711054151192855,114.56903000837292,223.29547537192636,3.9850000000000003,0.317267512016699,0.92,0.0
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,441600000.0,20.61,94.30000305175781,-0.0406,56001.0,22.91,-112.97,-9.14,44.0,44.27910772135952,86.4064611786458,168.40652157639417,2.765,0.24774713830287132,1.0,4.627862853957139
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,34580000000.0,22.41,35.685001373291016,0.0125,4818094.0,22.28,-115.85,-45.06,3.1,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1050000000.0,19.19,159.9149932861328,0.0167,37620.0,24.74,-165.81,-109.5,-64.45,60.16087157962483,76.33307738467994,97.24269877935414,5.68,0.07338238706999878,1.0,13.501631887641928
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78670000000.0,42.52,196.5050048828125,-0.0092,352828.0,26.49,-314.78,-154.33,-55.12,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,57240000000.0,31.72,77.20500183105469,0.0232,2628881.0,29.48,-181.74,-44.38,25.92,27.403402941334676,53.475130693995894,104.22323317234203,1.8599999999999999,0.3167495145145989,0.92,1.9644352420355817
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5870000000.0,18.89,105.3949966430664,0.0346,707050.0,20.9,-132.24,-63.03,-13.78,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8620000000.0,17.18,371.6400146484375,-0.022799999999999997,155173.0,35.84,-171.67,-39.22,28.57,136.8008237648151,266.95377743890833,520.2939278720966,10.05,0.39003133035494053,0.85,50.93771455202942
NFLX,Netflix Inc,Communication Services,Entertainment,USA,347440000000.0,32.56,82.40499877929688,0.0545,37881846.0,23.65,-251.11,-79.93,7.68,23.469688648143094,45.798861933083586,89.2621561524413,1.593,0.36489469824866827,0.92,0.0
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,12190000000.0,28.75,25.190000534057617,0.0104,8360413.0,23.55,-424.64,-196.35,-52.05,4.801418220499705,8.500020774174196,16.566572827768255,0.32,0.40705861783419106,0.85,4.801418220499705
V,Visa Inc,Financial,Credit Services,USA,596410000000.0,29.65,312.7449951171875,0.018500000000000003,4268016.0,16.37,-169.7,-73.32,-10.72,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
