Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4320000000.0,30.92,149.09500122070312,-0.0,63031.0,17.2,-152.15,-27.81,34.94,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,355790000.0,16.63,19.453100204467773,-0.005699999999999999,8928.0,19.92,66.96,82.27,90.47,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31510000000.0,20.52,32.724998474121094,0.0032,422258.0,20.42,-68.09,-11.22,26.67,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,66900000000.00001,35.38,167.47999572753906,-0.005,186809.0,23.74,-198.88,-79.99,-8.21,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9950000000.0,21.9,142.49000549316406,0.011000000000000001,17909.0,21.58,-195.56,-195.56,-195.56,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5580000000.0,17.94,100.05000305175781,0.0217,39232.0,20.5,-87.54,-29.79,10.52,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,14.98,49.09000015258789,-0.005699999999999999,9476.0,17.38,-42.13,28.35,63.67,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7790000000.0,15.54,337.7799987792969,-0.0004,12458.0,34.19,-29.98,34.48,66.78,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2722980000000.0,22.94,365.0950012207031,0.0216,5858046.0,22.09,-142.66,-60.23,-5.37,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PRI,Primerica Inc,Financial,Insurance - Life,USA,7850000000.0,10.81,247.72000122070312,0.0038,7762.0,20.4,-9.62,44.44,71.72,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,16710000000.0,20.51,140.02000427246094,0.0054,58095.0,15.65,-241.79,-74.19,10.98,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,58900000000.0,32.88,333.04998779296875,0.015300000000000001,193267.0,24.01,-148.64,-26.03,35.85,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.663587250814041
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25590000000.0,48.9,53.07500076293945,0.0029,399875.0,17.38,-312.27,-163.61,-67.8,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1940000000.0,12.72,43.91999816894531,0.006,41461.0,17.03,-36.0,-29.98,-24.2,32.29363893200323,33.78959118819024,35.362769461753416,3.425,0.014029884092318312,1.0,11.0,10.0,11.510276254729845
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10750000000.0,26.75,163.4149932861328,0.0045000000000000005,65803.0,15.83,-105.61,-22.16,27.63,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,571140000000.0,28.4,298.9599914550781,0.0004,961202.0,15.23,-118.53,-38.09,12.99,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
