Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
ADSK,Autodesk Inc,Technology,Software - Application,USA,47760000000.0,43.73,225.27,-0.025699999999999997,1537439.0,16.47
CLBT,Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,3410000000.0,45.45,14.24,-0.0271,1150771.0,4.25
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,36070000000.0,22.85,37.26,-0.0062,4350168.0,23.54
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1040000000.0,19.0,158.04,0.0182,44810.0,25.08
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78160000000.0,42.25,195.46,0.0104,699427.0,26.06
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4580000000.0,20.81,24.78,-0.0096,2657197.0,-7.23
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA,4790000000.0,20.42,30.16,0.0038,1271912.0,12.76
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,6750000000.0,21.72,121.09,-0.013600000000000001,204678.0,23.19
IDT,IDT Corp,Communication Services,Telecom Services,USA,1230000000.0,15.3,49.22,0.009300000000000001,66477.0,20.75
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8720000000.0,17.3,374.87,0.0096,284113.0,35.5
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13710000000.0,6.46,72.15,-0.015700000000000002,383986.0,-2.05
NFLX,Netflix Inc,Communication Services,Entertainment,USA,325210000000.0,30.48,77.03,0.002,25006662.0,23.66
ODD,ODDITY Tech Ltd,Consumer Defensive,Household & Personal Products,Israel,1610000000.0,15.63,27.96,-0.0043,441798.0,-5.13
OSPN,OneSpan Inc,Technology,Software - Infrastructure,USA,421720000.0,7.52,11.09,-0.013300000000000001,180449.0,-1.65
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5740000000.0,25.05,106.48,-0.006,417310.0,14.09
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5600000000.0,13.97,60.97,-0.0105,592132.0,10.59
V,Visa Inc,Financial,Credit Services,USA,608360000000.0,30.25,319.18,0.016200000000000003,5271874.0,16.52
