Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4440000000.0,31.76,151.92999267578125,0.0379,136591.0,17.19,-179.84,-43.41,26.42,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,380910000.0,17.83,82.66500091552734,0.0269,69211.0,20.24,-59.51,13.08,52.72,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32659999999.999996,21.27,33.85499954223633,-0.0054,3477716.0,20.67,-104.78,-37.62,8.07,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77360000000.0,41.81,193.52999877929688,-0.0042,691245.0,25.28,-308.21,-150.31,-52.66,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9800000000.0,21.56,140.3000030517578,0.0070999999999999995,187707.0,21.26,-236.65,-236.65,-236.65,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5480000000.0,17.64,98.00499725341797,0.0151,286056.0,20.31,-115.96,-51.6,-5.81,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1200000000.0,14.7,47.720001220703125,-0.0189,85440.0,18.05,-57.23,19.43,58.66,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8380000000.000001,16.71,361.80499267578125,-0.0019,45722.0,35.19,-58.44,18.81,58.34,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,7970000000.0,10.98,251.76089477539062,0.0108,51489.0,19.99,-21.33,37.82,68.1,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,58960000000.0,32.92,332.3599853515625,0.0022,388689.0,23.81,-170.24,-38.48,28.95,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1960000000.0,12.84,43.7400016784668,-0.0418,362902.0,16.32,-45.6,-39.3,-33.25,30.04133361908681,31.399346016746623,32.82649122297984,3.425,0.014029884092318312,1.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,587930000000.0,29.23,308.1099853515625,0.0043,2126567.0,16.14,-165.71,-70.75,-9.08,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
