Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4320000000.0,30.91,148.0,-0.0207,58182.0,17.37,-150.3,-26.87,35.42,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,372960000.0,17.43,20.184999465942383,0.0105,38037.0,20.11,65.72,81.61,90.11,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31580000000.0,20.57,32.90999984741211,-0.0074,1546397.0,20.39,-69.04,-11.85,26.26,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9860000000.0,21.7,140.91000366210938,0.0011,164515.0,21.52,-192.28,-192.28,-192.28,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5350000000.0,17.21,96.16000366210938,-0.0165,126146.0,20.46,-80.25,-24.75,14.0,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.62,47.6150016784668,-0.009399999999999999,21052.0,17.05,-37.86,30.5,64.76,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7680000000.0,15.31,331.5849914550781,-0.0108,43218.0,34.14,-27.59,35.68,67.38,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2668180000000.0,22.48,360.2250061035156,-0.0182,15120246.0,22.49,-139.42,-58.1,-3.97,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PRI,Primerica Inc,Financial,Insurance - Life,USA,7940000000.0,10.93,251.3699951171875,-0.0118,18378.0,20.37,-11.23,43.62,71.3,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,16710000000.0,20.51,140.11770629882812,-0.0248,208300.0,15.91,-242.03,-74.31,10.92,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,56930000000.0,31.79,320.7349853515625,-0.0075,210660.0,23.76,-139.45,-21.37,38.22,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.663587250814041
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25360000000.0,48.46,52.720001220703125,-0.0019,466780.0,17.18,-309.51,-161.85,-66.68,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1920000000.0,12.55,42.83000183105469,0.0137,67756.0,15.78,-32.63,-26.76,-21.12,32.29363893200323,33.78959118819024,35.362769461753416,3.425,0.014029884092318312,1.0,11.0,10.0,11.510276254729845
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10620000000.0,26.42,160.49000549316406,-0.032,336477.0,16.23,-101.93,-19.98,28.93,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
