Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
ADSK,Autodesk Inc,Technology,Software - Application,USA,46600000000.0,42.67,222.16000366210938,0.0054,296414.0,15.5,-278.4,-93.91,0.51,58.711054151192855,114.56903000837292,223.29547537192636,3.9850000000000003,0.317267512016699,0.92,0.0
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,33650000000.0,21.8,35.439998626708984,-0.017,1127823.0,22.31,-114.37,-44.07,3.76,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1060000000.0,19.4,160.7100067138672,0.0158,19951.0,24.89,-167.13,-110.54,-65.27,60.16087157962483,76.33307738467994,97.24269877935414,5.68,0.07338238706999878,1.0,13.501631887641928
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78970000000.0,42.68,198.61500549316406,-0.0043,142865.0,26.48,-319.23,-157.06,-56.78,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,55840000000.0,30.94,76.18000030517578,-0.0068000000000000005,1152987.0,29.54,-177.99,-42.46,26.91,27.403402941334676,53.475130693995894,104.22323317234203,1.8599999999999999,0.3167495145145989,0.92,1.9644352420355817
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5690000000.0,18.3,101.94999694824219,0.0089,35850.0,20.83,-124.65,-57.7,-10.07,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.38,49.77989959716797,0.0072,2294.0,19.9,-64.02,15.95,56.87,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.729173652005853
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8570000000.0,17.09,372.0,-0.0068000000000000005,19574.0,35.55,-171.93,-39.35,28.5,136.8008237648151,266.95377743890833,520.2939278720966,10.05,0.39003133035494053,0.85,50.93771455202942
NFLX,Netflix Inc,Communication Services,Entertainment,USA,320550000000.0,30.04,76.38999938964844,-0.0013,5143383.0,23.33,-225.48,-66.79,14.42,23.469688648143094,45.798861933083586,89.2621561524413,1.593,0.36489469824866827,0.92,0.0
PRI,Primerica Inc,Financial,Insurance - Life,USA,8050000000.000001,11.0,252.05499267578125,-0.0034000000000000002,5321.0,21.15,-21.47,37.75,68.06,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,56.62456006864758
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,11820000000.0,27.88,24.56999969482422,0.011000000000000001,1888125.0,23.16,-411.72,-189.06,-48.31,4.801418220499705,8.500020774174196,16.566572827768255,0.32,0.40705861783419106,0.85,4.801418220499705
V,Visa Inc,Financial,Credit Services,USA,582700000000.0,28.97,304.8399963378906,-0.0026,1100915.0,16.34,-162.89,-68.94,-7.92,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
