Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39570000000.0,11.94,433.94000244140625,-0.0063,619888.0,19.23,-7.54,21.95,43.56,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,381260000.0,17.82,20.65999984741211,0.0172,164096.0,20.53,64.91,81.17,89.88,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,32170000000.0,20.95,33.400001525878906,0.0115,6531151.0,20.76,-71.56,-13.51,25.16,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69500000000.0,36.76,174.33999633789062,0.0134,2386562.0,24.23,-211.12,-87.36,-12.64,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9860000000.0,21.7,141.32000732421875,0.0021,625720.0,22.08,-193.13,-193.13,-193.13,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5250000000.0,16.9,94.19000244140625,-0.0291,775787.0,20.04,-76.56,-22.19,15.76,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,14.9,48.470001220703125,-0.016200000000000003,113328.0,17.45,-40.34,29.25,64.13,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7990000000.0,15.93,344.8999938964844,-0.0026,291478.0,34.52,-32.72,33.09,66.07,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2773180000000.0,23.37,373.4599914550781,0.0111,23945026.0,22.77,-148.22,-63.91,-7.78,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PTC,PTC Inc,Technology,Software - Application,USA,16969999999.999998,20.83,142.64999389648438,0.0009,631606.0,16.09,-248.21,-77.46,9.31,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60280000000.0,33.65,340.0,-0.0070999999999999995,585571.0,24.76,-153.83,-28.66,34.51,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.641967599622332
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25950000000.0,49.58,53.93000030517578,0.008199999999999999,2618663.0,17.79,-318.91,-167.86,-70.5,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10740000000.0,26.74,162.97999572753906,0.005699999999999999,979838.0,16.1,-105.06,-21.84,27.83,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,573330000000.0,28.5,300.79998779296875,0.0077,4365234.0,15.41,-119.88,-38.94,12.46,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
