Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
ADSK,Autodesk Inc,Technology,Software - Application,USA,46600000000.0,42.67,219.82,0.0054,296414.0,15.5
CLBT,Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,2940000000.0,39.15,12.27,0.0276,321330.0,2.14
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,33650000000.0,21.8,34.76,-0.017,1127823.0,22.31
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1060000000.0,19.4,161.33,0.0158,19951.0,24.89
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78970000000.0,42.68,197.48,-0.0043,142865.0,26.48
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4400000000.0,19.99,23.81,0.0021,275402.0,-7.71
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA,4550000000.0,19.42,28.67,0.005600000000000001,222998.0,11.71
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,55840000000.0,30.94,75.08,-0.0068000000000000005,1152987.0,29.54
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5690000000.0,18.3,102.03,0.0089,35850.0,20.83
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.38,49.49,0.0072,2294.0,19.9
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8570000000.0,17.09,370.18,-0.0068000000000000005,19574.0,35.55
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13600000000.0,6.41,71.58,-0.0023,54969.0,-2.26
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,7870000000.0,36.51,131.53,0.011000000000000001,50395.0,8.94
NFLX,Netflix Inc,Communication Services,Entertainment,USA,320550000000.0,30.04,75.92,-0.0013,5143383.0,23.33
ODD,ODDITY Tech Ltd,Consumer Defensive,Household & Personal Products,Israel,1660000000.0,16.13,28.85,-0.0351,174633.0,-4.53
OSPN,OneSpan Inc,Technology,Software - Infrastructure,USA,412590000.0,7.35,10.85,0.009300000000000001,45574.0,-2.12
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5490000000.0,23.97,101.91,-0.0004,64192.0,13.16
PRI,Primerica Inc,Financial,Insurance - Life,USA,8050000000.000001,11.0,252.23,-0.0034000000000000002,5321.0,21.15
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3110000000.0,15.99,87.09,0.0051,65410.0,13.25
RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,5540000000.0,13.81,60.28,0.0042,22839.0,10.35
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,11820000000.0,27.88,24.44,0.011000000000000001,1888125.0,23.16
V,Visa Inc,Financial,Credit Services,USA,582700000000.0,28.97,305.71,-0.0026,1100915.0,16.34
