Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4420000000.0,31.62,150.90499877929688,0.0226,128279.0,17.2,-155.21,-29.36,34.15,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,361140000.0,16.88,19.510000228881836,0.009300000000000001,67061.0,19.92,66.86,82.22,90.44,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.063229474353177
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31920000000.0,20.79,33.154998779296875,0.0163,2896872.0,20.42,-70.3,-12.68,25.71,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,67050000000.0,35.46,168.19000244140625,-0.0028000000000000004,932384.0,23.74,-200.14,-80.76,-8.67,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,10040000000.0,22.1,144.41000366210938,0.0203,239146.0,21.58,-199.54,-199.54,-199.54,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5570000000.0,17.93,100.23500061035156,0.0209,181963.0,20.5,-87.89,-30.03,10.35,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.2,49.404998779296875,0.0083,52286.0,17.38,-43.04,27.89,63.44,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7860000000.0,15.67,338.9549865722656,0.0079,92054.0,34.19,-30.43,34.25,66.66,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2734860000000.0,23.04,368.3299865722656,0.026000000000000002,20675018.0,22.09,-144.81,-61.65,-6.3,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PRI,Primerica Inc,Financial,Insurance - Life,USA,7890000000.0,10.87,249.7899932861328,0.009300000000000001,49078.0,20.4,-10.53,43.97,71.48,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,16899999999.999998,20.74,141.7100067138672,0.0169,332665.0,15.65,-245.92,-76.29,9.91,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,60110000000.0,33.56,337.7650146484375,0.0362,837331.0,24.01,-152.16,-27.81,34.94,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.663587250814041
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25600000000.0,48.92,53.1349983215332,0.0032,1386751.0,17.38,-312.74,-163.91,-67.99,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
V,Visa Inc,Financial,Credit Services,USA,573990000000.0,28.54,301.2149963378906,0.0054,4351367.0,15.23,-120.18,-39.13,12.33,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
