Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4450000000.0,31.84,150.74000549316406,-0.0236,27694.0,17.76,-177.65,-42.28,27.0,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,35640000000.0,23.09,36.880001068115234,-0.0089,278088.0,22.4,-123.08,-49.92,-0.15,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1080000000.0,19.72,161.1999969482422,-0.020499999999999997,77859.0,25.47,-167.95,-111.18,-65.77,60.16087157962483,76.33307738467994,97.24269877935414,5.68,0.07338238706999878,1.0,13.501631887641928
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,78950000000.0,42.67,197.5500030517578,-0.0043,96927.0,26.18,-316.99,-155.69,-55.94,47.37563260849978,77.26264451072191,126.68278784974902,3.5175,0.14743716965949782,1.0,1.9397995471523022
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,56950000000.0,31.72,76.94999694824219,-0.0282,393546.0,29.61,-180.8,-43.9,26.17,27.403402941334676,53.475130693995894,104.22323317234203,1.8599999999999999,0.3167495145145989,0.92,1.9644352420355817
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5710000000.0,18.36,102.94499969482422,-0.053200000000000004,37167.0,21.64,-126.84,-59.24,-11.14,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8680000000.0,17.31,378.1400146484375,-0.0195,51548.0,35.91,-176.42,-41.65,27.32,136.8008237648151,266.95377743890833,520.2939278720966,10.05,0.39003133035494053,0.85,50.93771455202942
PRI,Primerica Inc,Financial,Insurance - Life,USA,8060000000.000001,11.01,253.80999755859375,-0.026000000000000002,3107.0,21.13,-22.32,37.32,67.84,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,56.62456006864758
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,2060000000.0,11.54,43.84000015258789,-0.0363,35283.0,18.45,11.31,54.55,76.68,49.429256380740796,96.45648574105175,187.99405768452021,3.355,0.33860577466718333,0.92,10.362725587014165
V,Visa Inc,Financial,Credit Services,USA,596780000000.0,29.67,313.6000061035156,-0.011399999999999999,712080.0,16.36,-170.44,-73.79,-11.02,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
