Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4350000000.0,31.13,148.94000244140625,-0.0181,216519.0,17.7,-174.34,-40.58,27.87,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,367070000.0,17.19,79.44499969482422,-0.0077,79106.0,19.96,-53.29,16.46,54.56,51.825734106119526,95.10372689921248,174.8514119659356,3.4349999999999996,0.18196301419934224,1.0,8.239045555308211
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,33000000000.0,21.49,34.130001068115234,0.011000000000000001,4269451.0,20.68,-106.45,-38.74,7.32,16.532102616886647,24.599713421561752,36.82580146109112,1.3399999999999999,0.12057146804226226,1.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77450000000.0,41.86,193.24000549316406,0.0049,772905.0,25.22,-307.6,-149.93,-52.43,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9850000000.0,21.68,140.4550018310547,0.012,538156.0,21.27,-237.02,-237.02,-237.02,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5640000000.0,18.14,100.68000030517578,0.0404,312962.0,20.35,-121.85,-55.74,-8.69,45.38212933947962,64.64703564030904,92.62699396966345,3.835,0.10774057687965066,1.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1200000000.0,14.74,48.16999816894531,0.003,96519.0,17.68,-58.71,18.67,58.27,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.779014078857648
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8320000000.0,16.59,358.135009765625,0.002,99777.0,35.04,-56.83,19.63,58.77,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PRI,Primerica Inc,Financial,Insurance - Life,USA,8000000000.0,11.02,252.97500610351562,0.0118,108773.0,20.17,-21.92,37.52,67.94,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59690000000.0,33.33,337.1700134277344,0.0069,415022.0,24.01,-174.15,-40.49,27.92,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
V,Visa Inc,Financial,Credit Services,USA,588730000000.0,29.27,308.5450134277344,-0.004,4014099.0,16.25,-166.08,-70.99,-9.23,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
