Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4440000000.0,31.76,150.84500122070312,-0.011000000000000001,44278.0,17.92,-155.11,-29.31,34.18,59.129259031013696,116.65597984614651,229.17148441436024,3.6850000000000005,0.2845243994955844,0.92,10.5,10.0,9.74649846111923
CLMB,Climb Global Solutions Inc,Technology,Electronics & Computer Distribution,USA,373400000.0,17.48,20.045000076293945,0.0129,117500.0,20.28,65.95,81.73,90.18,58.876533512374515,109.73162207753997,204.09826585089547,3.4349999999999996,0.18196301419934224,1.0,10.5,9.5,2.0632295863466337
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31990000000.0,20.83,33.05500030517578,-0.0055000000000000005,2607659.0,20.78,-69.78,-12.34,25.93,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,71500000000.0,38.65,178.7449951171875,-0.013300000000000001,644315.0,24.66,-218.98,-92.1,-15.49,56.03673741658094,93.04843105817838,154.77474440185694,3.52,0.14743716965949782,1.0,10.0,9.0,1.9486964599203103
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9750000000.0,21.46,138.94500732421875,-0.005,181140.0,21.96,-188.2,-188.2,-188.2,48.21054394119713,48.21054394119713,48.21054394119713,4.965,-0.031673869134370536,1.0,10.0,9.0,7.767935759295766
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5510000000.0,17.74,98.23999786376953,-0.0308,160227.0,21.0,-84.15,-27.44,12.14,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,14.94,48.40999984741211,0.0066,23586.0,17.76,-40.16,29.34,64.17,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7690000000.0,15.33,330.6099853515625,0.011899999999999999,43573.0,33.84,-27.22,35.87,67.48,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2774550000000.0,23.38,372.7650146484375,-0.024399999999999998,20162732.0,23.31,-147.75,-63.6,-7.58,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
PRI,Primerica Inc,Financial,Insurance - Life,USA,7950000000.0,10.95,250.6699981689453,0.0051,31466.0,20.45,-10.92,43.78,71.38,225.98689331832807,445.84902473762986,875.8735125158059,14.825,0.2391756401380145,0.874,10.0,10.0,61.80440333587851
PTC,PTC Inc,Technology,Software - Application,USA,17120000000.000002,21.01,143.7100067138672,-0.0359,419002.0,16.64,-250.8,-78.78,8.63,40.96646735143882,80.38248469549191,157.29151489792406,2.885,0.3232467390277567,0.85,10.5,10.5,0.0
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,57650000000.0,32.19,323.4049987792969,-0.012,239485.0,24.1,-141.44,-22.38,37.71,133.94864885793913,264.2669828383002,519.1543272675023,7.680000000000001,0.20743402271078204,1.0,11.0,10.0,6.706325551292554
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,25780000000.0,49.26,53.73500061035156,0.0070999999999999995,802520.0,17.63,-317.4,-166.89,-69.89,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
V,Visa Inc,Financial,Credit Services,USA,580180000000.0,28.84,304.3299865722656,-0.0002,1864026.0,15.99,-122.46,-40.57,11.43,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
