Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,39700000000.0,11.98,434.30999755859375,-0.0058,398176.0,19.05,-26.28,7.17,32.12,343.9371242335214,467.86011471077,639.800894601005,30.375,0.09411381840681132,1.0,56.392656322516395
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4350000000.0,31.09,148.64500427246094,-0.0070999999999999995,130716.0,17.55,-173.79,-40.31,28.01,54.29115045097758,105.9440089286962,206.48527647316152,3.6850000000000005,0.2845243994955844,0.92,9.651186800310896
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,74820000000.0,40.44,186.55499267578125,-0.0297,1870557.0,25.23,-293.5,-141.28,-47.16,47.4093039891739,77.31755754875371,126.77282536776585,3.52,0.14743716965949782,1.0,1.9397995471523022
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,9720000000.0,21.39,139.1199951171875,-0.0074,270657.0,21.34,-233.82,-233.82,-233.82,41.67575586674017,41.67575586674017,41.67575586674017,4.965,-0.031673869134370536,1.0,7.767935759295766
IDT,IDT Corp,Communication Services,Telecom Services,USA,1190000000.0,14.63,47.439998626708984,-0.0087,90769.0,17.73,-56.31,19.9,58.9,30.35000540814487,59.225144747113745,115.4300324381853,2.06,0.4296939859130209,0.92,8.779014078857648
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8050000000.000001,16.05,348.7250061035156,-0.022799999999999997,109251.0,34.93,-52.71,21.74,59.85,228.36169117778908,445.6260891166324,868.5269431028505,15.5,0.4654010132131128,0.92,67.38759802618927
PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3100000000.0,16.15,116.09500122070312,-0.0256,178087.0,20.15,-124.15,-14.87,41.06,51.79374471891755,101.07055951791504,196.98690503018184,3.805,0.5254193884425031,0.85,26.425520363720224
PRI,Primerica Inc,Financial,Insurance - Life,USA,7950000000.0,10.94,250.47000122070312,-0.0067,78040.0,20.31,-20.71,38.14,68.26,207.49606245968945,404.90880210299184,789.1687958015979,14.825,0.2391756401380145,0.874,61.80440333587851
RACE,Ferrari N.V,Consumer Cyclical,Auto Manufacturers,Italy,59080000000.0,32.99,332.1000061035156,-0.0095,402708.0,24.09,-170.02,-38.37,29.0,122.98862470164231,240.00058656491848,467.76205631345664,7.680000000000001,0.20743402271078204,1.0,6.706227234578856
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26040000000.0,49.77,54.09000015258789,-0.0305,1260048.0,18.2,-355.57,-193.75,-88.28,11.872950937861203,18.41369958288502,28.72775971128352,0.925,0.13271785112236145,1.0,0.0
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,1970000000.0,12.9,43.92499923706055,-0.0209,384816.0,15.92,-46.22,-39.89,-33.81,30.04133361908681,31.399346016746623,32.82649122297984,3.425,0.014029884092318312,1.0,11.510276254729845
V,Visa Inc,Financial,Credit Services,USA,571450000000.0,28.41,299.44000244140625,-0.027999999999999997,4476760.0,16.19,-158.23,-65.94,-6.01,115.95852690471365,180.44737062421586,282.4666600588647,9.004999999999999,0.13370669304847693,1.0,0.0
