Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,40600000000.0,12.32,447.0350036621094,0.003,34961.0,19.0,-10.78,19.59,41.86,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31530000000.0,20.53,32.79349899291992,-0.0009,639177.0,20.04,-68.44,-11.45,26.52,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69690000000.0,36.76,173.97000122070312,-0.0043,246741.0,24.04,-210.68,-87.1,-12.48,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9484276373316582
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,56790000000.0,31.63,77.38999938964844,0.0007000000000000001,1168751.0,29.18,-159.3,-31.43,33.1,29.84543332365955,58.881987113658745,115.6740735442903,1.8599999999999999,0.3167495145145989,0.92,10.5,10.0,1.6125906820374027
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5210000000.0,16.74,93.58999633789062,0.011399999999999999,115489.0,19.79,-75.43,-21.41,16.3,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.22,49.5099983215332,-0.0034999999999999996,9221.0,17.57,-43.35,27.74,63.36,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8119999999.999999,16.2,352.5950012207031,0.0074,13519.0,34.65,-35.68,31.6,65.32,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.70880366341115
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2793260000000.0,23.54,378.5150146484375,0.0143,8973784.0,22.44,-151.58,-66.12,-9.24,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26060000000.0,49.71,54.060001373291016,-0.003,250097.0,17.73,-319.92,-168.5,-70.92,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10650000000.0,26.5,161.5500030517578,-0.013000000000000001,116565.0,16.08,-103.26,-20.77,28.46,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,580680000000.0,28.87,304.95001220703125,0.001,983017.0,15.09,-122.91,-40.86,11.25,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
