Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR,MOS_Bear_%,MOS_Base_%,MOS_Bull_%,Value_Bear,Value_Base,Value_Bull,EPS_Norm,EPS_CAGR_Proxy,Quality_Mult,Base_Discount_Rate,Discount_Rate,Floor_Value
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,40770000000.0,12.3,446.7699890136719,-0.0126,388190.0,19.45,-10.72,19.64,41.9,403.5230658483286,555.9695011166793,768.9070054308378,30.375,0.09411381840681132,1.0,10.0,9.0,56.39265692950444
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,31550000000.0,20.55,32.70500183105469,-0.0073,3071417.0,20.29,-67.99,-11.15,26.72,19.46883051832541,29.423755243688426,44.62730395239895,1.3399999999999999,0.12057146804226226,1.0,10.0,9.0,7.112615517052889
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,69920000000.0,36.88,174.60000610351562,0.0034999999999999996,1456297.0,24.01,-211.8,-87.78,-12.89,55.99693859739303,92.98234552475635,154.66481915725336,3.5175,0.14743716965949782,1.0,10.0,9.0,1.9484276373316582
HCI,HCI Group Inc,Financial,Insurance - Property & Casualty,USA,1940000000.0,6.58,149.4250030517578,-0.0384,159012.0,19.98,-112.45,-89.65,2.3,70.33577317655426,78.79094240680337,152.94570227539026,3.915,2.485198261658764,0.675,10.0,11.5,70.33577317655426
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,5150000000.0,16.57,92.52999877929688,-0.0256,265810.0,20.11,-73.45,-20.04,17.24,53.34771189120618,77.08481937484027,111.8117762384702,3.835,0.10774057687965066,1.0,10.0,9.0,10.282909721925797
IDT,IDT Corp,Communication Services,Telecom Services,USA,1240000000.0,15.26,49.69499969482422,-0.0073,38568.0,18.03,-43.88,27.47,63.22,34.53859474271735,68.51177211437277,135.11577845587146,2.06,0.4296939859130209,0.92,10.0,9.5,8.728170063841336
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8119999999.999999,16.2,349.239990234375,-0.03,127765.0,35.16,-34.39,32.25,65.65,259.87777597675677,515.5011979479501,1016.6478476048587,15.5,0.4654010132131128,0.92,10.0,9.5,67.38759802618927
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2757170000000.0,23.23,371.29998779296875,-0.004699999999999999,20267974.0,22.74,-146.78,-62.96,-7.16,150.45789580501992,227.8497327054051,346.48617051961037,10.74,0.12226568954799855,1.0,10.5,9.5,21.6744637390638
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,26110000000.0,49.89,54.18000030517578,-0.027200000000000002,1241078.0,18.16,-320.85,-169.1,-71.29,12.873860817449101,20.133952802565876,31.629684597039216,0.925,0.13271785112236145,1.0,11.0,10.0,0.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,10770000000.0,26.81,163.125,-0.0072,395627.0,15.89,-105.24,-21.95,27.76,79.47871235781398,133.76660780329237,225.81836193656724,5.32,0.1539308283214187,1.0,11.0,10.0,14.392109101552201
V,Visa Inc,Financial,Credit Services,USA,580000000000.0,28.84,304.69000244140625,-0.0129,3149806.0,15.46,-122.72,-40.74,11.32,136.80498283371546,216.4947507727366,343.59520585491924,9.004999999999999,0.13370669304847693,1.0,10.0,9.0,0.0
