Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,10yr_CAGR
ADSK,Autodesk Inc,Technology,Software - Application,USA,49080000000.0,44.94,231.51,0.0359,993503.0,17.41
CPRT,"Copart, Inc",Industrials,Specialty Business Services,USA,36590000000.0,23.18,37.8,0.0294,3438949.0,23.52
CRAI,CRA International Inc,Industrials,Consulting Services,USA,1030000000.0,18.92,157.37,0.0325,33412.0,26.25
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,77800000000.0,42.05,194.55,-0.0079,504780.0,26.31
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4670000000.0,21.22,25.27,0.0229,1632829.0,-7.35
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA,4780000000.0,20.38,30.09,0.013600000000000001,1406158.0,12.68
IDT,IDT Corp,Communication Services,Telecom Services,USA,1220000000.0,15.17,48.82,0.0222,27624.0,20.85
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,8610000000.0,17.08,369.98,-0.0774,581501.0,36.55
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,13940000000.0,6.57,73.35,0.0058,223573.0,-2.1
NFLX,Netflix Inc,Communication Services,Entertainment,USA,324810000000.0,30.44,76.93,0.0141,20226015.0,23.89
ODD,ODDITY Tech Ltd,Consumer Defensive,Household & Personal Products,Israel,1640000000.0,16.01,28.62,0.0368,1266422.0,-5.29
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,5820000000.0,25.42,108.04,0.0368,813830.0,14.45
PRI,Primerica Inc,Financial,Insurance - Life,USA,8039999999.999999,10.99,252.04,0.008,71666.0,21.17
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,3880000000.0,19.85,108.09,0.0315,528803.0,16.89
TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,12660000000.0,29.88,26.19,0.0018,6364527.0,24.13
V,Visa Inc,Financial,Credit Services,USA,606700000000.0,30.16,318.31,-0.0181,5100424.0,17.23
